"","text","score","sentiment"
"1556","kali lapor kali status sala padam kurunayan",-1,"Negatif"
"2649","tugas regu kadang tugas regu hilangdirespon aplikasi eror plnnya",-1,"Negatif"
"130","aplikasi bantu terima kasihmobile",2,"Positif"
"2047","mohon maaf lapor bibik sabtu maret aplikasibibik pakai android hubungkirim nomer bibik aprilmerespon hubung merespon mohon ayan maksimal listrik rumah bibik ganggu trimakasih",-2,"Negatif"
"1395","token listrik gratis yamaaf butuh",1,"Positif"
"1820","mati lampu kali lapor sekal timbal balikx",-2,"Negatif"
"1963","simulasi hitung beli tokencetak invoice stand meter",-1,"Negatif"
"1599","ubah nomoralas daftar masuk nomor kalo lapor ganggu data langgan tugas ubung",-2,"Negatif"
"765","lihat histori",0,"Positif"
"1341","terimakasih sediarumah kendala alami",0,"Positif"
"880","mantap layanmenit tugas langsung selesai aman negara",2,"Positif"
"1844","lapor gagulaporn tangapitrimaksihini memasukn token",-1,"Negatif"
"2398","kecewa aplikasi errorlogin tlong",-1,"Negatif"
"327","banget",1,"Positif"
"2776","kecewa teknisi listrik harga suai mahal",-1,"Negatif"
"1668","aplikasiokcmn tindakkurangmohon tindak laanjuti keluh langgan",-2,"Negatif"
"2625","daftar verivikasi status proses yahemnktrimanya",-1,"Negatif"
"136","aplikasi bermanfaatdi token habis mudahlanggan nomor meter aplikasi sulit ubah titik lokasi",1,"Positif"
"1693","real kaya hasil lapor ganggusuai lapangandi status lapor nyala selesai lapang padam",-1,"Negatif"
"416","beli token listrik aplikasimobile mahal banding aplikasi contoh token biaya layan aplikasi token bayar murah pilih mahal",4,"Positif"
"1517","yakurang simple cepat respon",1,"Positif"
"88","aplikasi bagus saran menu monitor listrik semangatmoga sehat",0,"Positif"
"2375","tanggap lapor listrik daerah mati",-2,"Negatif"
"1353","terimakasihlayanannyasemua serba mudah milik aplikasimobilegood",0,"Positif"
"1895","terimakasih pelayanannyalistrik rumah nyala lagiberkat tugas dtang memperbaikinyasemoga kinerja kedepannyakritik saran tugas ayan service profesional disiplin jalan tugasnyadan tanggung hasil pekerjaannyaseblumnya maaf sdhx hubung langsung kantor plnuntuk layan",-1,"Negatif"
"2349","tanggap lapor listrik daerah mati",-2,"Negatif"
"1600","area kota malang muas respon pelayanannyabelumlapor ditangani",-1,"Negatif"
"671","kasih bintang walopun aplikasi bantu laporkali tindak sekal malam listrik padamjamjam info tindaktelp tindak malam kasih saran rakyat bayar",1,"Positif"
"653","kali suruh tunggu regu aplikasi riwayatkerja selesai mohon singkronkan mohon nyaman langgan prioriyaskn",1,"Positif"
"2551","lokasi bekas titik suai provinsi pasang jawa timur aplikasi payah",-1,"Negatif"
"1945","aplikasi bagus info tagih tanggal aplikasitanggaltagih tolong info tagih trimakasih",-2,"Negatif"
"2404","mati sore",-1,"Negatif"
"2511","kemarin daftar masuk",-1,"Negatif"
"1559","henti",-1,"Negatif"
"1115","praktismudah",0,"Positif"
"1856","parahplns karangtanggal mati lampu siangidupyg aneh mati semuatetangga mati listrik idupkan bayar aneh",-2,"Negatif"
"2797","bingungbagaimana daftar pemasangan meter aplikasi iniada",-1,"Negatif"
"1059","notifikasi contoh pakai listrik pasca bayar notifikasi beli token hasil bentar beli token gagal mohon",1,"Positif"
"1714","beli token pakaiiniada nomr gagal token saldo debit kepotongmasingsaldo rugi syasolusinya",-2,"Negatif"
"1427","tombol lupa pasword fungsi kirim reset pasword email fungsi input pasword login",1,"Positif"
"2756","lihat tagih bayar pasca bayaraplikasi gagal",-1,"Negatif"
"2287","penanganan lambat",-1,"Negatif"
"2116","sambung listrik rumah putus cantol truk alhasil kabel aktif telgletak tanah pejal kaki orang meintas telpon kali tugas sambung takut denda",-3,"Negatif"
"1250","sulit mendownloud",0,"Positif"
"299","bagus mantap muas",1,"Positif"
"937","metode bayar kalo metode bayar dana rekomended bayar listrik aplikasi",3,"Positif"
"1615","aplikasi bagus prlayanannya muas wilayah jatibarangindramayuteknisinya lambat masalh ganggu padam listrik",-2,"Negatif"
"2680","biaya admin kalah aplikasi sebelah respon keluh komen batas beli token",-3,"Negatif"
"1224","simple praktis",0,"Positif"
"2130","selasa januari kemarin lapor kabel rumah putus alhamdulillah ditangani baiklistrik rumah tetangga sala lagitapi malam tetangga sadar tegang turun paham istilahnyaberulang kali lampu redup terang redup pagi lapor tanggap malam",-6,"Negatif"
"78","aplikasi bagus lapor keluh gampang banget simpel pantau progressnya aplikasi fiturnya moga fitur mudah langgan sukses",2,"Positif"
"2405","gagal kirimlapor ganggu menu batal transaksi lanjur salah pencet",-4,"Negatif"
"37","alhamdulillah benerbener nyala terimakasihayan cepat lika liku gratiiiisss tiiiissss tolong sistem aplikasi terimakasih",2,"Positif"
"433","best banget",1,"Positif"
"1002","mohon maaf tugasmemberitahukan listrik tokensya boros minggu beli token harga ribusedangkan buruh bangunangimna solusiyterimakasih",0,"Positif"
"184","aplikasi mudah masyarakat lapor listrik disekitarnya tugas cepat tindak moga aplikasi tugas kerja maksimal",0,"Positif"
"891","mantapsemakin simple kantor bayar tinggal klik tidur",0,"Positif"
"876","mantap jiwa",0,"Positif"
"544","erti rumit contoh daftar pemasangan rumit belit belit harap simple mudah",0,"Positif"
"995","mohon info nomor token listrik hapuschat respon penyelesaianny terima kasih",2,"Positif"
"1371","tingkat ayan",0,"Positif"
"96","aplikasi bagus sistem bayar beli token listrik aktif linkaja virtual bankkenapa sistem bayar biar murahuninstall dulunanti sistem saldo bayar install",4,"Positif"
"1822","uninstallulang kali gagal verifikasi akun foto selfie update sarannomor whatsterima keluh langgan biaya admin laku beli token aplikasi flip murah aplikasisimpul aplikasi terimakasih",-2,"Negatif"
"1500","verifikasi pilih provinsi jawa timur kota teratolong koreksi",2,"Positif"
"2131","keren aplikasi menit lapor selesai tindak",-1,"Negatif"
"992","mohon hatisusah pasang instalasi listrik barudi wilayalintas pantai barat desa sundut tigo natal konsumsi listrik sekolahsemua syarat laku biaya pemasangan juta bayar kantapibiaya jtanehajaibpermohonan pemasangan langsung lokasi pinggir jalan lintas pantai barat desa sundut tigo natalsiti sekolah islam padu indonesia",0,"Positif"
"2955","sekalmembantuapk jelasygbostransaksi kelihatanstrom token hilangsaya bayarhilang sajasaya coba hubung callcenterotomatis habis pulsa kapk sampahmakan gaji buta kausadis",-1,"Negatif"
"780","listrik padam nyalapadam token listrik gratis padam",1,"Positif"
"1346","terimakasihbagus ayan respon cepat keluh masyrakat",0,"Positif"
"1093","penanganan cepat fast respon moga",1,"Positif"
"827","maafni aplikasi klaim nomor token",0,"Positif"
"1610","kecewa aplikasi lokasi pemilahan unitdisuruh hubung",-1,"Negatif"
"423","beli tokendirect debit linkajasaldo potong aplikasimobile nomor token nyanipu",1,"Positif"
"1334","terimakasih plndenganmudah pengajuaan informasi mudah terima kasih",0,"Positif"
"2537","parametertulis eror",-1,"Negatif"
"1818","terimakasih bantu cari informasi sampa keluh langgan",-2,"Negatif"
"2376","aplikasi bantu mending hapus aplikasi lapor kali respon sekal",-1,"Negatif"
"357","bantu mantul bayar online dana moga pilih",3,"Positif"
"1053","nomer token gratis kali kali ecek berhasilmohon",1,"Positif"
"2576","butuh token stimulus gagal pakai discount sekal",-1,"Negatif"
"1155","respon cepat teratasialhamdulillah padam listrik terima kasih",2,"Positif"
"1662","kalikantorlapor aplikasi kali lapor aplikasi tindak telepon kali riwayat terang dtangani selesai realdatangfu lapor solusi",-1,"Negatif"
"631","informatif lihat account profilemasuk history beli pulsa electric tampil konsumsi listrik bulananmingguanbahkan kontrol pemakaian listrik program berik insentifreward konsumen turun konsumsi listrikmisalnya turun berturutturut banding konsumsi ratarata",1,"Positif"
"2833","aplikasi klik pasang propinsi pilih suai daerah alamat biar langsung orang",-1,"Negatif"
"1372","tingkat ayan biar",0,"Positif"
"29","alhamdulillah",1,"Positif"
"1733","daftar pasangtransfer masuk",-1,"Negatif"
"822","maaf meter alih meter subsidi kerja buruh bangun kadangkadang terima kasih",2,"Positif"
"2447","lapor lambat direspon",-2,"Negatif"
"365","bantu pengguns",1,"Positif"
"699","kembaliin uang beli token proses kemarin proses lemot bangetsesal beli token listrik aplikasimobile kasihkali solusi sekal",0,"Positif"
"817","maaf barubisa kasih bintag tolong pasangtitik lokasi wilayah jatim yasedangkan pasang bintan",1,"Positif"
"810","lumayan fast respon",1,"Positif"
"2064","lapor gagulaporn tangapitrimaksihini memasukn token",-1,"Negatif"
"1684","bagus notifikasi ganggu jaring daerah daftar akun klik kosong",-4,"Negatif"
"2036","kasih bintang token beli tanggal gagal masuk hubungwilayah kasih kode token baris masuk suruh beli token laksana masuk token masuk gagal gagal masuk tanggungganti rugi ribu kampung suruh mengiklaskan iklas rugi langgan",-4,"Negatif"
"2754","upgrade ribet rumit aplikasi",-1,"Negatif"
"125","aplikasi bantu responhadap keluh customer cepat tanggap mogamaju terima kasih",2,"Positif"
"242","ayan buruktanggapkeluarga tidur tunggu tugas",1,"Positif"
"800","logo bulatmasuk token",0,"Positif"
"1112","praktis ekonomis cepat aman",1,"Positif"
"1056","nomor tokenmaret hilangtpribet",1,"Positif"
"1328","terimakasih jokowi program listrik gratisbantu program mudah mudah indonesia cepat bebas pandemi cepat pulih ekonomiamin",3,"Positif"
"1922","daftar bilangpassword daftar daftar",-3,"Negatif"
"2603","invoice lengkap update masuk pakai lupa password masuk rubah full servis fiturriwayat pemakaian tanggal bayarlunas versi overall bagus",-2,"Negatif"
"819","maaf kali downloadmobile daftar login email daftar akun google daftarloginnyatelpon mohon info terima kasih",0,"Positif"
"1737","mantapcepat tanggap keluh masyarakat langsung ditanganiterima kasihmoga muas langgan",-1,"Negatif"
"146","aplikasi kadang lemot submit daya pesan mohon prosesmessage available coba telp solusi",0,"Positif"
"635","insya allah",2,"Positif"
"1426","tolongngambil fotoselfiekualitas muas aplikasi puas",0,"Positif"
"254","ayan konsumen bagus tinggal aplikasi mudah upgrade",0,"Positif"
"192","aplikasi rumit banget antri urut urut",1,"Positif"
"2893","listriktoken bunyi tolong respon",-1,"Negatif"
"549","fitur",1,"Positif"
"2242","desa kemaduh mati lampu rumah rtrwskrank",-2,"Negatif"
"2265","penanganan bagus tugas lapanganannya hujan angin main mati listrik padam pagi sahur hidup kayak penangannyatolong nang madam itukatax pltu padam trsapalagi puasa padam malamtugas orang terawehtadarustolongpenanganannya tugas lapang ituterimakasih",-1,"Negatif"
"2056","lampu nyala status lapor selesai nyalasudah",-1,"Negatif"
"650","kali instal cobalistrik padam kaliselesai penanganan sekal aplikasi",0,"Positif"
"28","alhamdulilahmaju",0,"Positif"
"1010","mohon ringan jabatpandemi covid sekal bantu diskon listrik sewa rumah tangga biasarumahnya sederhana listrik kategori rmva mohon jabat meter ubahbiar diskon kian terima kasih",2,"Positif"
"2312","jaga amanahapapun konsekuensinyakarena konsumen denda telat bayar lupa uangdlltp madammitigasi resiko konsumen",-1,"Negatif"
"2062","buru mati listrik kontrakpulsa fast respon",-1,"Negatif"
"1929","daftar online pemasangan meter listrik pasang cipta korupsi calo kinerja buruk",-3,"Negatif"
"834","mahal benerin lampu",0,"Positif"
"2077","cepat layan kantor usir suruh laporemail laporemailrobot orang aplikasi email chat otomatis tolong main usir usir lempar lempar enggan layan bikin sistem robot otomatis",-6,"Negatif"
"1874","aplikasi pokokkecewa situs fictur lengkap lupa downloadmobilecoba langsung download",-2,"Negatif"
"301","bagus moga manfaat",1,"Positif"
"50","alhmdulillah gawai staframahfast respon feedback masyrktkhususnya wargajatidesa cikarang kotasmgbaiknyala terusmenerangi wilayah indonesia",0,"Positif"
"2187","date aplikasimobile gilir klik update mesti update",-1,"Negatif"
"577","ganggu langsungjamin langsung tangani terima kasih",0,"Positif"
"1125","proses selesei mohonawas kinerja teknisi lapang kerja suairupa rubah rating ulas harap ayan publik terima kasih petugasteknisi laksana tugas",3,"Positif"
"2577","gangguanpadam lapor aplikasi riwat selesai tangani padam tolongkondisi laangan susunguhnya",-1,"Negatif"
"2844","aplikasimobilebangetbeli token biaya admin info madam lapor ganggu daya bisasemuanya aplikasi komplit bangetdownload manfaat",-1,"Negatif"
"2068","susah sekal verifikasi data proses foto mati tangkap gambar",-3,"Negatif"
"153","aplikasi layan langganmasuk bayarayan dayaaplikasimobile rupa aplikasi efektif efisien rupa aplikasi kembang",0,"Positif"
"826","maafaplikasi customer servicemasak usaha kelas bumn bikin aplikasi aktraktif responsif kalah aplikasi listrik putusditangani call efektif ayan",2,"Positif"
"2125","daftarloginaneh email mulu daftar sekal aneh sumpah aneh",-2,"Negatif"
"2300","pindah rumahnah meter listrik rumah hilang struk nomer meter",-2,"Negatif"
"441","bintang dahsemoga aplikasi lengkapdan lola",1,"Positif"
"1595","aplikasi buruk aplikasi ayan",-1,"Negatif"
"550","fitur akses ayanbatas",1,"Positif"
"2456","jaring putus hubung live chat",-1,"Negatif"
"2562","masuk daftar akun eror konfirmasi passwort arah",-1,"Negatif"
"1806","oengajuan keluh listrik mati aplikasi tulis jalan lacak lokasi berubahd aplikasi tulis nyala kenyataanya padamaplikasi",-5,"Negatif"
"1466","upgrade akun nama tinggal beliau",0,"Positif"
"1652","lapor aplikasi layarmeter prabayar rumah mati respon",-3,"Negatif"
"1574","thanks aplikasi bantu mudahminggu listrik rumah drop bingung lapor kantorlaporayan tutup berkat aplikasi lapor ganggu listrik rumah menit tugas langsung meresponmenit tugas rumah fast responmalam thank",-6,"Negatif"
"902","masuk nomor ponsel daftar nomor ponsel aneh masukinstal",1,"Positif"
"201","aplikasi update fitur sisa token meter prabayar langgan",1,"Positif"
"211","aplikasibayar listrikmobile april hasil lunashistory aplikasimobile prosesewalet lunas aplikasi",1,"Positif"
"559","fitur swacam upload foto galeri kerja kota",2,"Positif"
"1797","pakai aplikasi lapor kendala kait rusak fast respon",-3,"Negatif"
"2540","terimah kasihsukaramelapor informasi menit kabar tugasmantab terimah kasih layan",-1,"Negatif"
"720","knapa masuk email passwordnya",0,"Positif"
"2897","sisa pulsarealtime fiturpulsa informasi tampillangganslow respon",-1,"Negatif"
"1899","pakai aplikasi lapor kendala kait rusak fast respon",-3,"Negatif"
"2449","lampu padambenerinya tegorlapang kendala kecuali",-1,"Negatif"
"859","mantap",1,"Positif"
"406","bayarmohon bayarterima kasih",0,"Positif"
"567","fotoknapa",0,"Positif"
"2504","kovid gagal cobanamtibintamya",-1,"Negatif"
"2583","aplikasi eror",-1,"Negatif"
"2128","lengkap kota kabupaten",-1,"Negatif"
"1220","sigat fast respon langsung tindak malam mantap terimakasih",0,"Positif"
"1572","catat tagih listrik kemarin",-1,"Negatif"
"1023","mudah akses cepat direspon",1,"Positif"
"1237","stimulasi covid kali ketik stimulasi perrnah pmberitahuanya maret mohon info terimakasi",0,"Positif"
"2220","dtelpon call center tanggap lwat aplikasi dungu",-1,"Negatif"
"1134","puas banget ayan responnya cepat banget",3,"Positif"
"1711","aplikasi langgan nyaman lapor kehandalan listrik",-1,"Negatif"
"1811","februari rumah kali mati lampu sebelah doang bayar listrik bayarjambu lurah kenanga cipindoh tangerang mohon ayan rutin",-3,"Negatif"
"2645","aplikasi bagus sayang gawaiteknisiattitude buruk teknisi koordinasi lapor kali respontunggu lapor ulang aplikasi telpon langsung daerahresponnyanyata bentak batal laporanya numpuktelepon kecewa banget",-2,"Negatif"
"278","bagus",0,"Positif"
"1987","daftar proses",-1,"Negatif"
"611","hemat mudah",0,"Positif"
"145","aplikasi jaminayan tugas langsung respon cepat tindak langsung kerja terimakasih",1,"Positif"
"273","ayanbarusemoga maju",1,"Positif"
"2355","bagus mudah ecek tagih informasirekening listrik bantu pandemi terimakasih",-1,"Negatif"
"2962","aplikasi bagus coba hapus donlowd muncul jaring server eror kalo eror manusiaaplikasi eror",-4,"Negatif"
"815","maaf asih bintang asih bintang terimakasih",3,"Positif"
"2463","daftarloginaneh email mulu daftar sekal aneh sumpah aneh",-2,"Negatif"
"227","aplikasipakai bantu ganggu meter kerja langsung nyala maaf pakaimobile",2,"Positif"
"1326","terimakasih balsannnya coba kuncul historynya kasih bintang respon admin cepat thanks",2,"Positif"
"2505","moga aplikasi langsung hubung pusat lapor gangguonline tanggap laporganggu listrik padam",-1,"Negatif"
"198","aplikasi terupdatemau dftar pemasangan listrik akses cuman jawa timur live chat cust service macet tengahdan solusi",1,"Positif"
"1151","respon cepat hadap keluh",0,"Positif"
"2931","penangananrespon buruk telepon kait pemakaian listrik gantipemakaiannyamagicputus dinyalalan susah cabut stopkontak longok meter",-2,"Negatif"
"382","bantu terimakasih moga amal ibadahterima sisi allahdngn hitungnbikinlangsung ditanggapin mantap",2,"Positif"
"1301","terima kasihbantu",1,"Positif"
"1577","lapor keluhselesai ghoib",-1,"Negatif"
